_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,userInputs/0,userInputs/0/WhPerMile,userInputs/0/kWhRequested,userInputs/0/milesRequested,userInputs/0/minutesAvailable,userInputs/0/modifiedAt,userInputs/0/paymentRequired,userInputs/0/requestedDeparture,userInputs/0/userID,userInputs/1/WhPerMile,userInputs/1/kWhRequested,userInputs/1/milesRequested,userInputs/1/minutesAvailable,userInputs/1/modifiedAt,userInputs/1/paymentRequired,userInputs/1/requestedDeparture,userInputs/1/userID,userInputs/2/WhPerMile,userInputs/2/kWhRequested,userInputs/2/milesRequested,userInputs/2/minutesAvailable,userInputs/2/modifiedAt,userInputs/2/paymentRequired,userInputs/2/requestedDeparture,userInputs/2/userID,userInputs/3/WhPerMile,userInputs/3/kWhRequested,userInputs/3/milesRequested,userInputs/3/minutesAvailable,userInputs/3/modifiedAt,userInputs/3/paymentRequired,userInputs/3/requestedDeparture,userInputs/3/userID,userInputs/4/WhPerMile,userInputs/4/kWhRequested,userInputs/4/milesRequested,userInputs/4/minutesAvailable,userInputs/4/modifiedAt,userInputs/4/paymentRequired,userInputs/4/requestedDeparture,userInputs/4/userID,userInputs/5/WhPerMile,userInputs/5/kWhRequested,userInputs/5/milesRequested,userInputs/5/minutesAvailable,userInputs/5/modifiedAt,userInputs/5/paymentRequired,userInputs/5/requestedDeparture,userInputs/5/userID,userInputs/6/WhPerMile,userInputs/6/kWhRequested,userInputs/6/milesRequested,userInputs/6/minutesAvailable,userInputs/6/modifiedAt,userInputs/6/paymentRequired,userInputs/6/requestedDeparture,userInputs/6/userID
5dd49720f9af8b358eb14842,0102,"Mon, 04 Nov 2019 19:45:43 GMT","Tue, 05 Nov 2019 02:11:58 GMT","Mon, 04 Nov 2019 22:15:12 GMT",15.391,19_102_260_1636_2019-11-04 19:45:43.131138,0019,06,19-102-260-1636,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd49720f9af8b358eb14843,0102,"Mon, 04 Nov 2019 20:20:43 GMT","Tue, 05 Nov 2019 00:07:42 GMT","Mon, 04 Nov 2019 20:34:41 GMT",0.868,19_102_260_1635_2019-11-04 20:20:42.588226,0019,01,19-102-260-1635,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd49720f9af8b358eb14844,0102,"Mon, 04 Nov 2019 21:30:43 GMT","Tue, 05 Nov 2019 04:26:16 GMT","Tue, 05 Nov 2019 04:26:07 GMT",19.868,19_102_260_1639_2019-11-04 21:30:42.859095,0019,05,19-102-260-1639,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd49720f9af8b358eb14845,0102,"Mon, 04 Nov 2019 21:43:56 GMT","Tue, 05 Nov 2019 02:17:09 GMT","Mon, 04 Nov 2019 22:06:47 GMT",0.754,19_102_260_1633_2019-11-04 21:43:55.821619,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd73a1df9af8b76cfa34ea5,0102,"Tue, 05 Nov 2019 14:09:22 GMT","Wed, 06 Nov 2019 02:19:31 GMT","Tue, 05 Nov 2019 16:05:25 GMT",5.734,19_102_260_1633_2019-11-05 14:09:21.999264,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd73a1df9af8b76cfa34ea6,0102,"Tue, 05 Nov 2019 17:03:26 GMT","Tue, 05 Nov 2019 22:48:58 GMT","Tue, 05 Nov 2019 19:32:23 GMT",5.649,19_102_260_1640_2019-11-05 17:03:26.131681,0019,08,19-102-260-1640,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd73a1df9af8b76cfa34ea7,0102,"Tue, 05 Nov 2019 17:59:24 GMT","Tue, 05 Nov 2019 23:23:37 GMT","Tue, 05 Nov 2019 23:23:32 GMT",27.399,19_102_260_1634_2019-11-05 17:59:24.355484,0019,03,19-102-260-1634,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd73a1df9af8b76cfa34ea8,0102,"Tue, 05 Nov 2019 21:59:07 GMT","Wed, 06 Nov 2019 04:39:45 GMT","Wed, 06 Nov 2019 04:39:36 GMT",18.756,19_102_260_1636_2019-11-05 21:59:06.565087,0019,06,19-102-260-1636,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd88b9ef9af8b7afaf90985,0102,"Wed, 06 Nov 2019 15:23:33 GMT","Wed, 06 Nov 2019 21:38:37 GMT","Wed, 06 Nov 2019 20:57:17 GMT",28.397,19_102_260_1635_2019-11-06 15:23:32.675945,0019,01,19-102-260-1635,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd88b9ef9af8b7afaf90986,0102,"Wed, 06 Nov 2019 16:58:41 GMT","Wed, 06 Nov 2019 21:38:40 GMT","Wed, 06 Nov 2019 19:37:29 GMT",6.36,19_102_260_1640_2019-11-06 16:58:41.398549,0019,08,19-102-260-1640,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd88b9ef9af8b7afaf90987,0102,"Wed, 06 Nov 2019 17:15:10 GMT","Wed, 06 Nov 2019 18:29:19 GMT","Wed, 06 Nov 2019 18:29:14 GMT",8.118,19_102_260_1634_2019-11-06 17:15:09.696490,0019,03,19-102-260-1634,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd88b9ef9af8b7afaf90988,0102,"Wed, 06 Nov 2019 19:35:56 GMT","Thu, 07 Nov 2019 01:47:05 GMT","Wed, 06 Nov 2019 22:56:22 GMT",20.693,19_102_260_1636_2019-11-06 19:35:55.696217,0019,06,19-102-260-1636,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd88b9ef9af8b7afaf90989,0102,"Wed, 06 Nov 2019 20:34:10 GMT","Wed, 06 Nov 2019 23:23:33 GMT","Wed, 06 Nov 2019 22:45:51 GMT",13.405,19_102_260_1638_2019-11-06 20:34:10.071294,0019,04,19-102-260-1638,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd88b9ef9af8b7afaf9098a,0102,"Wed, 06 Nov 2019 22:03:58 GMT","Thu, 07 Nov 2019 05:14:37 GMT","Thu, 07 Nov 2019 05:14:24 GMT",21.974,19_102_260_1640_2019-11-06 22:03:57.630124,0019,08,19-102-260-1640,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd88b9ef9af8b7afaf9098b,0102,"Thu, 07 Nov 2019 00:16:25 GMT","Thu, 07 Nov 2019 02:57:51 GMT","Thu, 07 Nov 2019 02:57:47 GMT",4.081,19_102_260_1637_2019-11-07 00:16:24.863789,0019,07,19-102-260-1637,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd9dd20f9af8b7ec77dd03f,0102,"Thu, 07 Nov 2019 15:10:31 GMT","Fri, 08 Nov 2019 00:32:28 GMT","Fri, 08 Nov 2019 00:32:51 GMT",14.755,19_102_260_1635_2019-11-07 15:10:31.095107,0019,01,19-102-260-1635,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd9dd20f9af8b7ec77dd040,0102,"Thu, 07 Nov 2019 17:07:37 GMT","Thu, 07 Nov 2019 19:23:53 GMT","Thu, 07 Nov 2019 18:04:40 GMT",5.306,19_102_260_1633_2019-11-07 17:07:36.530372,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd9dd20f9af8b7ec77dd041,0102,"Thu, 07 Nov 2019 17:16:05 GMT","Fri, 08 Nov 2019 01:03:07 GMT","Thu, 07 Nov 2019 19:42:16 GMT",5.707,19_102_260_1640_2019-11-07 17:16:04.779575,0019,08,19-102-260-1640,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd9dd20f9af8b7ec77dd042,0102,"Thu, 07 Nov 2019 18:07:50 GMT","Fri, 08 Nov 2019 01:17:22 GMT","Thu, 07 Nov 2019 22:27:23 GMT",20.986,19_102_260_1638_2019-11-07 18:07:49.983026,0019,04,19-102-260-1638,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd9dd20f9af8b7ec77dd043,0102,"Thu, 07 Nov 2019 18:20:30 GMT","Fri, 08 Nov 2019 03:35:45 GMT","Fri, 08 Nov 2019 03:35:40 GMT",37.502,19_102_260_1637_2019-11-07 18:20:30.121143,0019,07,19-102-260-1637,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd9dd20f9af8b7ec77dd044,0102,"Thu, 07 Nov 2019 20:45:24 GMT","Thu, 07 Nov 2019 22:55:07 GMT","Thu, 07 Nov 2019 21:14:17 GMT",2.35,19_102_260_1633_2019-11-07 20:45:23.886412,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd9dd20f9af8b7ec77dd045,0102,"Thu, 07 Nov 2019 21:26:20 GMT","Fri, 08 Nov 2019 04:34:45 GMT","Fri, 08 Nov 2019 04:34:37 GMT",17.749,19_102_260_1636_2019-11-07 21:26:19.923683,0019,06,19-102-260-1636,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd9dd20f9af8b7ec77dd046,0102,"Thu, 07 Nov 2019 22:12:22 GMT","Fri, 08 Nov 2019 01:14:54 GMT","Fri, 08 Nov 2019 01:14:49 GMT",6.576,19_102_260_1634_2019-11-07 22:12:22.328929,0019,03,19-102-260-1634,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddb2e9ef9af8b03ef46ac94,0102,"Fri, 08 Nov 2019 14:56:36 GMT","Fri, 08 Nov 2019 19:45:35 GMT","Fri, 08 Nov 2019 16:48:54 GMT",11.638,19_102_260_1635_2019-11-08 14:56:35.917020,0019,01,19-102-260-1635,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddb2e9ef9af8b03ef46ac95,0102,"Fri, 08 Nov 2019 16:55:03 GMT","Fri, 08 Nov 2019 22:33:41 GMT","Fri, 08 Nov 2019 19:33:59 GMT",6.14,19_102_260_1640_2019-11-08 16:55:02.748514,0019,08,19-102-260-1640,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddb2e9ef9af8b03ef46ac96,0102,"Fri, 08 Nov 2019 17:26:07 GMT","Fri, 08 Nov 2019 19:38:24 GMT","Fri, 08 Nov 2019 19:38:19 GMT",14.299,19_102_260_1637_2019-11-08 17:26:07.277959,0019,07,19-102-260-1637,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddb2e9ef9af8b03ef46ac97,0102,"Fri, 08 Nov 2019 17:30:37 GMT","Sat, 09 Nov 2019 01:19:38 GMT","Fri, 08 Nov 2019 22:00:02 GMT",24.562,19_102_260_1634_2019-11-08 17:30:37.339709,0019,03,19-102-260-1634,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddb2e9ef9af8b03ef46ac98,0102,"Fri, 08 Nov 2019 17:44:03 GMT","Sat, 09 Nov 2019 01:16:59 GMT","Sat, 09 Nov 2019 01:16:50 GMT",35.369,19_102_260_1639_2019-11-08 17:44:03.271550,0019,05,19-102-260-1639,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddb2e9ef9af8b03ef46ac99,0102,"Fri, 08 Nov 2019 19:24:22 GMT","Sat, 09 Nov 2019 02:30:53 GMT","Fri, 08 Nov 2019 21:33:17 GMT",13.096,19_102_260_1636_2019-11-08 19:24:21.904072,0019,06,19-102-260-1636,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddb2e9ef9af8b03ef46ac9a,0102,"Fri, 08 Nov 2019 21:39:05 GMT","Sat, 09 Nov 2019 05:12:20 GMT","Sat, 09 Nov 2019 04:40:48 GMT",13.364,19_102_260_1635_2019-11-08 21:39:04.677991,0019,01,19-102-260-1635,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddf231ff9af8b2af0444efb,0102,"Mon, 11 Nov 2019 15:57:58 GMT","Mon, 11 Nov 2019 23:48:02 GMT","Mon, 11 Nov 2019 17:57:10 GMT",5.894,19_102_260_1633_2019-11-11 15:57:58.356199,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddf231ff9af8b2af0444efc,0102,"Mon, 11 Nov 2019 17:40:19 GMT","Mon, 11 Nov 2019 21:53:42 GMT","Mon, 11 Nov 2019 21:53:34 GMT",26.686,19_102_260_1634_2019-11-11 17:40:18.882889,0019,03,19-102-260-1634,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddf231ff9af8b2af0444efd,0102,"Mon, 11 Nov 2019 19:31:19 GMT","Tue, 12 Nov 2019 01:24:40 GMT","Mon, 11 Nov 2019 22:05:08 GMT",15.348,19_102_260_1636_2019-11-11 19:31:19.015229,0019,06,19-102-260-1636,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddf231ff9af8b2af0444efe,0102,"Mon, 11 Nov 2019 21:33:40 GMT","Tue, 12 Nov 2019 04:34:28 GMT","Tue, 12 Nov 2019 04:34:15 GMT",20.869,19_102_260_1640_2019-11-11 21:33:39.904031,0019,08,19-102-260-1640,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ddf231ff9af8b2af0444eff,0102,"Mon, 11 Nov 2019 23:59:00 GMT","Tue, 12 Nov 2019 03:42:46 GMT","Tue, 12 Nov 2019 00:25:00 GMT",0.56,19_102_260_1633_2019-11-11 23:59:00.083524,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de0749ff9af8b2f01a05e10,0102,"Tue, 12 Nov 2019 15:02:43 GMT","Tue, 12 Nov 2019 23:52:37 GMT","Tue, 12 Nov 2019 17:07:10 GMT",12.938,19_102_260_1635_2019-11-12 15:02:43.294195,0019,01,19-102-260-1635,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de0749ff9af8b2f01a05e11,0102,"Tue, 12 Nov 2019 15:39:58 GMT","Tue, 12 Nov 2019 23:04:17 GMT","Tue, 12 Nov 2019 23:04:13 GMT",45.171,19_102_260_1633_2019-11-12 15:39:58.360108,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de0749ff9af8b2f01a05e12,0102,"Tue, 12 Nov 2019 17:28:07 GMT","Tue, 12 Nov 2019 19:32:54 GMT","Tue, 12 Nov 2019 19:32:50 GMT",13.458,19_102_260_1634_2019-11-12 17:28:06.698340,0019,03,19-102-260-1634,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de0749ff9af8b2f01a05e13,0102,"Tue, 12 Nov 2019 17:36:01 GMT","Wed, 13 Nov 2019 01:58:04 GMT","Tue, 12 Nov 2019 19:14:20 GMT",4.821,19_102_260_1638_2019-11-12 17:36:01.449233,0019,04,19-102-260-1638,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de0749ff9af8b2f01a05e14,0102,"Tue, 12 Nov 2019 19:12:59 GMT","Wed, 13 Nov 2019 01:15:08 GMT","Wed, 13 Nov 2019 01:15:03 GMT",26.636,19_102_260_1639_2019-11-12 19:12:58.800118,0019,05,19-102-260-1639,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de0749ff9af8b2f01a05e15,0102,"Tue, 12 Nov 2019 19:58:21 GMT","Wed, 13 Nov 2019 21:07:26 GMT","Wed, 13 Nov 2019 20:29:55 GMT",39.457,19_102_260_1640_2019-11-12 19:58:21.080308,0019,08,19-102-260-1640,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de0749ff9af8b2f01a05e16,0102,"Tue, 12 Nov 2019 20:16:35 GMT","Tue, 12 Nov 2019 21:54:11 GMT","Tue, 12 Nov 2019 21:54:06 GMT",10.473,19_102_260_1634_2019-11-12 20:16:34.674441,0019,03,19-102-260-1634,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de1c61df9af8b3308970c2a,0102,"Wed, 13 Nov 2019 16:03:57 GMT","Thu, 14 Nov 2019 01:40:40 GMT","Wed, 13 Nov 2019 17:30:26 GMT",4.178,19_102_260_1633_2019-11-13 16:03:56.610948,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de1c61df9af8b3308970c2b,0102,"Wed, 13 Nov 2019 16:33:53 GMT","Wed, 13 Nov 2019 19:27:21 GMT","Wed, 13 Nov 2019 19:17:09 GMT",16.403,19_102_260_1635_2019-11-13 16:33:53.204149,0019,01,19-102-260-1635,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de1c61df9af8b3308970c2c,0102,"Wed, 13 Nov 2019 19:40:34 GMT","Thu, 14 Nov 2019 01:07:04 GMT","Wed, 13 Nov 2019 22:11:22 GMT",15.577,19_102_260_1636_2019-11-13 19:40:34.318589,0019,06,19-102-260-1636,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de1c61df9af8b3308970c2d,0102,"Wed, 13 Nov 2019 20:41:30 GMT","Wed, 13 Nov 2019 23:08:53 GMT","Wed, 13 Nov 2019 20:59:21 GMT",1.189,19_102_260_1635_2019-11-13 20:41:29.739972,0019,01,19-102-260-1635,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de3179cf9af8b36c9538e3e,0102,"Thu, 14 Nov 2019 15:39:07 GMT","Thu, 14 Nov 2019 21:37:47 GMT","Thu, 14 Nov 2019 17:11:11 GMT",4.457,19_102_260_1633_2019-11-14 15:39:06.831660,0019,02,19-102-260-1633,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de3179cf9af8b36c9538e3f,0102,"Thu, 14 Nov 2019 17:48:38 GMT","Thu, 14 Nov 2019 21:46:36 GMT","Thu, 14 Nov 2019 21:46:27 GMT",25.601,19_102_260_1637_2019-11-14 17:48:38.418589,0019,07,19-102-260-1637,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de3179cf9af8b36c9538e40,0102,"Thu, 14 Nov 2019 19:01:52 GMT","Thu, 14 Nov 2019 22:51:12 GMT","Thu, 14 Nov 2019 21:20:42 GMT",14.375,19_102_260_1638_2019-11-14 19:01:51.539463,0019,04,19-102-260-1638,America/Los_Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
